
                                                    
         »—’ќƒЌџ… ѕ–ќ‘»Ћ№ ƒќ–ќ∆ »  ј„≈Ќ»я           
                                                    
 -------------------------------------------------- 
 | є отсчета  | ”гол в градусах   |  –адиус в мм  | 
 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.69414755        R_m1 =      9.41484706      X_m1 =      7.82821605      Y_m1 =     -5.23052375    
  FI_00 =      5.69415000        R_00 =      9.41486872      X_00 =      7.82824689      Y_00 =     -5.23051657    
  FI_01 =      5.69415245        R_01 =      9.41489038      X_01 =      7.82827774      Y_01 =     -5.23050939    
  F_1_proizvod =      0.23278502                F_2_proizvod =     -0.09525263            R_kriv =    -11.36320065       
  ”гол в градусах =    326.25000000           R_kriv =    -11.36320065       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 32418.509937299099           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000002938217       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.232783554979         ((Y_00-Y_01)/(X_00-X_01)) =  0.232786493197        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.71869130        R_m1 =      9.63297286      X_m1 =      8.13850773      Y_m1 =     -5.15352869    
  FI_00 =      5.71869375        R_00 =      9.63299479      X_00 =      8.13853891      Y_00 =     -5.15352045    
  FI_01 =      5.71869620        R_01 =      9.63301673      X_01 =      8.13857009      Y_01 =     -5.15351221    
  F_1_proizvod =      0.26428261                F_2_proizvod =     -0.10966756            R_kriv =    -10.09028213       
  ”гол в градусах =    327.65625000           R_kriv =    -10.09028213       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 32071.602751939357           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000003419460       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.264280895330         ((Y_00-Y_01)/(X_00-X_01)) =  0.264284314790        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.74323505        R_m1 =      9.85295964      X_m1 =      8.45122097      Y_m1 =     -5.06534083    
  FI_00 =      5.74323750        R_00 =      9.85298169      X_00 =      8.45125231      Y_00 =     -5.06533142    
  FI_01 =      5.74323995        R_01 =      9.85300374      X_01 =      8.45128366      Y_01 =     -5.06532202    
  F_1_proizvod =      0.30009901                F_2_proizvod =     -0.11702072            R_kriv =     -9.72551225       
  ”гол в градусах =    329.06250000           R_kriv =     -9.72551225       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 31902.560022260721           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000003668067       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.300097171083         ((Y_00-Y_01)/(X_00-X_01)) =  0.300100839149        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.76777880        R_m1 =     10.07378287      X_m1 =      8.76512221      Y_m1 =     -4.96525266    
  FI_00 =      5.76778125        R_00 =     10.07380496      X_00 =      8.76515362      Y_00 =     -4.96524203    
  FI_01 =      5.76778370        R_01 =     10.07382705      X_01 =      8.76518503      Y_01 =     -4.96523141    
  F_1_proizvod =      0.33822609                F_2_proizvod =     -0.12855944            R_kriv =     -9.15073250       
  ”гол в градусах =    330.46875000           R_kriv =     -9.15073250       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 31837.337465112130           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000004038009       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.338224072316         ((Y_00-Y_01)/(X_00-X_01)) =  0.338228110325        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.79232255        R_m1 =     10.29425832      X_m1 =      9.07877913      Y_m1 =     -4.85257909    
  FI_00 =      5.79232500        R_00 =     10.29428030      X_00 =      9.07881042      Y_00 =     -4.85256717    
  FI_01 =      5.79232745        R_01 =     10.29430228      X_01 =      9.07884172      Y_01 =     -4.85255525    
  F_1_proizvod =      0.38095431                F_2_proizvod =     -0.14234211            R_kriv =     -8.60887946       
  ”гол в градусах =    331.87500000           R_kriv =     -8.60887946       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 31954.332063276557           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000004454548       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.380952079407         ((Y_00-Y_01)/(X_00-X_01)) =  0.380956533955        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.81686630        R_m1 =     10.51308045      X_m1 =      9.39059163      Y_m1 =     -4.72669539    
  FI_00 =      5.81686875        R_00 =     10.51310222      X_00 =      9.39062268      Y_00 =     -4.72668213    
  FI_01 =      5.81687120        R_01 =     10.51312398      X_01 =      9.39065372      Y_01 =     -4.72666887    
  F_1_proizvod =      0.42718064                F_2_proizvod =     -0.15580574            R_kriv =     -8.25294726       
  ”гол в градусах =    333.28125000           R_kriv =     -8.25294726       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 32212.023991105470           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000004836881       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.427178224455         ((Y_00-Y_01)/(X_00-X_01)) =  0.427183061336        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.84141005        R_m1 =     10.72916617      X_m1 =      9.69910274      Y_m1 =     -4.58720096    
  FI_00 =      5.84141250        R_00 =     10.72918760      X_00 =      9.69913337      Y_00 =     -4.58718632    
  FI_01 =      5.84141495        R_01 =     10.72920903      X_01 =      9.69916400      Y_01 =     -4.58717167    
  F_1_proizvod =      0.47807320                F_2_proizvod =     -0.17395107            R_kriv =     -7.82824221       
  ”гол в градусах =    334.68750000           R_kriv =     -7.82824221       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 32647.396902870856           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000005328176       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.478070531896         ((Y_00-Y_01)/(X_00-X_01)) =  0.478075860072        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.86595380        R_m1 =     10.94129303      X_m1 =     10.00268676      Y_m1 =     -4.43375131    
  FI_00 =      5.86595625        R_00 =     10.94131400      X_00 =     10.00271682      Y_00 =     -4.43373526    
  FI_01 =      5.86595870        R_01 =     10.94133498      X_01 =     10.00274688      Y_01 =     -4.43371920    
  F_1_proizvod =      0.53396935                F_2_proizvod =     -0.19595393            R_kriv =     -7.43469597       
  ”гол в градусах =    336.09375000           R_kriv =     -7.43469597       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 33268.370527704290           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000005890097       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.533966409540         ((Y_00-Y_01)/(X_00-X_01)) =  0.533972299637        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.89049755        R_m1 =     11.14824889      X_m1 =     10.29968727      Y_m1 =     -4.26613356    
  FI_00 =      5.89050000        R_00 =     11.14826929      X_00 =     10.29971658      Y_00 =     -4.26611608    
  FI_01 =      5.89050245        R_01 =     11.14828969      X_01 =     10.29974590      Y_01 =     -4.26609861    
  F_1_proizvod =      0.59607049                F_2_proizvod =     -0.22198406            R_kriv =     -7.10773745       
  ”гол в градусах =    337.50000000           R_kriv =     -7.10773745       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 34111.908321999028           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000006507524       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.596067238605         ((Y_00-Y_01)/(X_00-X_01)) =  0.596073746129        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.91504130        R_m1 =     11.34896152      X_m1 =     10.58854584      Y_m1 =     -4.08431445    
  FI_00 =      5.91504375        R_00 =     11.34898125      X_00 =     10.58857428      Y_00 =     -4.08429556    
  FI_01 =      5.91504620        R_01 =     11.34900098      X_01 =     10.58860271      Y_01 =     -4.08427667    
  F_1_proizvod =      0.66431267                F_2_proizvod =     -0.25319970            R_kriv =     -6.83397711       
  ”гол в градусах =    338.90625000           R_kriv =     -6.83397711       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 35171.297090994034           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000007199043       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.664309071540         ((Y_00-Y_01)/(X_00-X_01)) =  0.664316270583        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.93958505        R_m1 =     11.54244734      X_m1 =     10.86776726      Y_m1 =     -3.88840912    
  FI_00 =      5.93958750        R_00 =     11.54246629      X_00 =     10.86779464      Y_00 =     -3.88838883    
  FI_01 =      5.93958995        R_01 =     11.54248523      X_01 =     10.86782202      Y_01 =     -3.88836854    
  F_1_proizvod =      0.74100533                F_2_proizvod =     -0.29764593            R_kriv =     -6.47760649       
  ”гол в градусах =    340.31250000           R_kriv =     -6.47760649       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 36519.102865656663           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000008150417       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.741001251545         ((Y_00-Y_01)/(X_00-X_01)) =  0.741009401962        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.96412880        R_m1 =     11.72756642      X_m1 =     11.13569708      Y_m1 =     -3.67859547    
  FI_00 =      5.96413125        R_00 =     11.72758448      X_00 =     11.13572326      Y_00 =     -3.67857381    
  FI_01 =      5.96413370        R_01 =     11.72760254      X_01 =     11.13574944      Y_01 =     -3.67855214    
  F_1_proizvod =      0.82761275                F_2_proizvod =     -0.35212758            R_kriv =     -6.21123162       
  ”гол в градусах =    341.71875000           R_kriv =     -6.21123162       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 38198.927859736898           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000009218258       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.827608137846         ((Y_00-Y_01)/(X_00-X_01)) =  0.827617356104        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      5.98867255        R_m1 =     11.90334374      X_m1 =     11.39082966      Y_m1 =     -3.45522673    
  FI_00 =      5.98867500        R_00 =     11.90336081      X_00 =     11.39085448      Y_00 =     -3.45520373    
  FI_01 =      5.98867745        R_01 =     11.90337789      X_01 =     11.39087930      Y_01 =     -3.45518073    
  F_1_proizvod =      0.92667412                F_2_proizvod =     -0.42899668            R_kriv =     -5.90702418       
  ”гол в градусах =    343.12500000           R_kriv =     -5.90702418       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 40288.699166334954           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000010648065       ((Y_m1-Y_00)/(X_m1-X_00)) =  0.926668792894         ((Y_00-Y_01)/(X_00-X_01)) =  0.926679440959        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      6.01321630        R_m1 =     12.06875594      X_m1 =     11.63161548      Y_m1 =     -3.21875617    
  FI_00 =      6.01321875        R_00 =     12.06877193      X_00 =     11.63163879      Y_00 =     -3.21873188    
  FI_01 =      6.01322120        R_01 =     12.06878792      X_01 =     11.63166210      Y_01 =     -3.21870760    
  F_1_proizvod =      1.04161940                F_2_proizvod =     -0.53187331            R_kriv =     -5.66033099       
  ”гол в градусах =    344.53125000           R_kriv =     -5.66033099       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 42894.515136910311           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000012399564       ((Y_m1-Y_00)/(X_m1-X_00)) =  1.041613203704         ((Y_00-Y_01)/(X_00-X_01)) =  1.041625603268        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      6.03776005        R_m1 =     12.22294206      X_m1 =     11.85667045      Y_m1 =     -2.96979436    
  FI_00 =      6.03776250        R_00 =     12.22295690      X_00 =     11.85669213      Y_00 =     -2.96976886    
  FI_01 =      6.03776495        R_01 =     12.22297173      X_01 =     11.85671380      Y_01 =     -2.96974337    
  F_1_proizvod =      1.17617252                F_2_proizvod =     -0.67442490            R_kriv =     -5.45577972       
  ”гол в градусах =    345.93750000           R_kriv =     -5.45577972       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 46130.251455512785           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000014620014       ((Y_m1-Y_00)/(X_m1-X_00)) =  1.176165206906         ((Y_00-Y_01)/(X_00-X_01)) =  1.176179826919        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      6.06230380        R_m1 =     12.36516438      X_m1 =     12.06474898      Y_m1 =     -2.70908143    
  FI_00 =      6.06230625        R_00 =     12.36517797      X_00 =     12.06476889      Y_00 =     -2.70905480    
  FI_01 =      6.06230870        R_01 =     12.36519157      X_01 =     12.06478881      Y_01 =     -2.70902816    
  F_1_proizvod =      1.33740100                F_2_proizvod =     -0.89572413            R_kriv =     -5.19893922       
  ”гол в градусах =    347.34375000           R_kriv =     -5.19893922       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 50216.067428023634           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000017837401       ((Y_m1-Y_00)/(X_m1-X_00)) =  1.337392083071         ((Y_00-Y_01)/(X_00-X_01)) =  1.337409920472        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      6.08684755        R_m1 =     12.49453888      X_m1 =     12.25448853      Y_m1 =     -2.43741926    
  FI_00 =      6.08685000        R_00 =     12.49455115      X_00 =     12.25450655      Y_00 =     -2.43739158    
  FI_01 =      6.08685245        R_01 =     12.49456342      X_01 =     12.25452456      Y_01 =     -2.43736390    
  F_1_proizvod =      1.53681310                F_2_proizvod =     -1.23433145            R_kriv =     -4.99372872       
  ”гол в градусах =    348.75000000           R_kriv =     -4.99372872       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 55512.517505301730           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000022235191       ((Y_m1-Y_00)/(X_m1-X_00)) =  1.536801977634         ((Y_00-Y_01)/(X_00-X_01)) =  1.536824212825        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      6.11139130        R_m1 =     12.61034062      X_m1 =     12.42471219      Y_m1 =     -2.15574058    
  FI_00 =      6.11139375        R_00 =     12.61035150      X_00 =     12.42472821      Y_00 =     -2.15571195    
  FI_01 =      6.11139620        R_01 =     12.61036239      X_01 =     12.42474422      Y_01 =     -2.15568331    
  F_1_proizvod =      1.78795399                F_2_proizvod =     -1.77641710            R_kriv =     -4.83982076       
  ”гол в градусах =    350.15625000           R_kriv =     -4.83982076       
 - - - -
  fabs(2.0/(X_m1 - X_01)) = 62441.036648313813           ( ((Y_m1-Y_00)/(X_m1-X_00)) - ((Y_00-Y_01)/(X_00-X_01)) ) = -0.000028449513       ((Y_m1-Y_00)/(X_m1-X_00)) =  1.787939767101         ((Y_00-Y_01)/(X_00-X_01)) =  1.787968216614        

 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
  FI_m1 =      6.13593505        R_m1 =     12.71202863      X_m1 =     12.57446230      Y_m1 =     -1.86509243    
  FI_00 =      6.13593750        R_00 =     12.71203807      X_00 =     12.57447622      Y_00 =     -1.86506295    
  FI_01 =      6.13593995        R_01 =     12.71204752      X_01 =     12.57449014      Y_01 =     -1.86503348    
